Vehicle Type,Pickup City,Pickup State,Pickup ZIP,Delivery City,Delivery State,Delivery ZIP,Rate,Payment Method,Distance,Veh_qty,Vehicle Info,Vehicle Condition,Trailer Type,Pick-Up Date,Order ID,Additional Info,Company Name,Phone,Email,Rating,Pickup metro area,Delivery metro area,P_lat,P_lon,D_lat,D_lon,Time_first,Time_last
MOTORCYCLE,Colton,CA,92324,Montebello,CA,90640,100,FIVE_BUSINESS_DAYS,57,1,2015 harley davidson fxdb,Runs,OPEN,2023-02-06,C_41061,Copart  could be inop. Fork on/off if needed.,"Baltic Auto Shipping, Inc",(708) 924-7481,transport@balticasi.com,99.7,Riverside - San Bernardino - Ontario,Los Angeles - Long Beach - Anaheim,34.026594,-117.265254,34.007912,-118.107451,02_06_2023_12_49,02_06_2023_12_52
MOTORCYCLE,Discovery Bay,CA,94505,Oklahoma City,OK,73122,550,FIVE_BUSINESS_DAYS,1587,1,2010 can am spyder f3,Runs,ENCLOSED,2023-02-06,FA113-EA,"Actual pick up  Huntington Beach, California 92647",Cars Hauler,(844) 777-0105,carshaulerllc@gmail.com,100.0,San Francisco - Oakland - Fremont,Oklahoma City,37.888748,-121.601998,35.518525,-97.616622,02_06_2023_12_49,02_06_2023_13_00
MOTORCYCLE,Martinez,CA,94553,Humble,TX,77338,500,COD/COP,1944,1,1978 honda cb750,Inop,OPEN,2023-02-06,242023,Not specified,AMG Auto Group LLC,(281) 236-5483,gmansamusa@gmail.com,95.7,San Francisco - Oakland - Fremont,Houston - Sugar Land - Baytown,37.975074,-122.154813,30.009467,-95.292984,02_06_2023_12_49,02_06_2023_13_00
MOTORCYCLE,Los Angeles,CA,90066,Queen Creek,AZ,85142,200,FIVE_BUSINESS_DAYS,429,1,1996 honda vtx 1800f,Runs,ENCLOSED,2023-02-07,TL1027,Not specified,Cars Hauler,(844) 777-0105,carshaulerllc@gmail.com,100.0,Los Angeles - Long Beach - Anaheim,Phoenix - Mesa - Glendale,34.00015,-118.432598,33.191536,-111.621333,02_06_2023_12_49,02_06_2023_13_00
MOTORCYCLE,livermore,CA,94550,yerington,NV,89447,350,COD/COP,245,1,2012 honda cbr1000rr,Runs,OPEN,2023-02-04,2419,Not specified,North Lake Logistics Inc -2,(855) 560-1994,support@northlakelogistics.com,98.6,San Francisco - Oakland - Fremont,Not specified,37.509776,-121.638874,38.872128,-119.074881,02_06_2023_12_49,02_06_2023_13_00
MOTORCYCLE,Lathrop,CA,95330,Katy,TX,77494,400,COD/COP,1848,1,2022 can am spyder,Runs,OPEN,2023-02-05,SM-000390,Agent 2.04,Loadmaster Group  Inc,(740) 400-0044,dispatch@loadmg.com,100.0,Stockton,Houston - Sugar Land - Baytown,37.811927,-121.321915,29.740187,-95.83018,02_06_2023_12_49,02_06_2023_13_00
MOTORCYCLE,Lathrop,CA,95330,Fort Smith,AR,72901,850,COD/COP,1755,1,2021 hd street glide,Runs,ENCLOSED,2023-02-04,Ca to ar bike,"text only, 316-990-0052",Christopher S Korte,(000) 000-0000,chris@dvtrans.com,100.0,Stockton,Fort Smith,37.811927,-121.321915,35.366736,-94.414673,02_06_2023_12_49,02_06_2023_13_00
ATV,Kerman,CA,93630,El Cajon,CA,92019,200,COD/COP,363,1,2018 kawasaki mule,Runs,OPEN,2023-02-05,SM-000392,Not specified,Loadmaster Group  Inc,(740) 400-0044,dispatch@loadmg.com,100.0,Fresno,San Diego - Carlsbad - San Marcos,36.694423,-120.179359,32.779694,-116.877462,02_06_2023_12_49,02_06_2023_13_00
MOTORCYCLE,indio,CA,92203,temecula,CA,92592,150,COD/COP,86,1,2019 can-am ryker,Runs,OPEN,2023-02-06,rd82844a,Not specified,RCG Logistics LLC 1,(916) 573-6599,ship@rcglogistics.com,100.0,Riverside - San Bernardino - Ontario,Riverside - San Bernardino - Ontario,33.748175,-116.234061,33.540993,-117.008339,02_06_2023_12_49,02_06_2023_13_00
MOTORCYCLE,indio,CA,92203,ridgecrest,CA,93555,120,COD/COP,200,1,2013 harley davidson seventy-two xl1200v,Runs,OPEN,2023-02-06,rd82843a,Not specified,RCG Logistics LLC 1,(916) 573-6599,ship@rcglogistics.com,100.0,Riverside - San Bernardino - Ontario,Bakersfield - Delano,33.748175,-116.234061,35.6843,-117.415407,02_06_2023_12_49,02_06_2023_13_00
MOTORCYCLE,Huntington Beach,CA,92647,Oklahoma City,OK,73122,550,FIVE_BUSINESS_DAYS,1333,1,2010 can am spyder f3,Runs,OPEN,2023-02-06,FA113-O,Not specified,Cars Hauler,(844) 777-0105,carshaulerllc@gmail.com,100.0,Los Angeles - Long Beach - Anaheim,Oklahoma City,33.726824,-118.006881,35.518525,-97.616622,02_06_2023_12_49,02_06_2023_13_00
MOTORCYCLE,Huntington Beach,CA,92647,Oklahoma City,OK,73122,550,FIVE_BUSINESS_DAYS,1333,1,2010 can am spyder f3,Runs,ENCLOSED,2023-02-06,FA113-E,Not specified,Cars Hauler,(844) 777-0105,carshaulerllc@gmail.com,100.0,Los Angeles - Long Beach - Anaheim,Oklahoma City,33.726824,-118.006881,35.518525,-97.616622,02_06_2023_12_49,02_06_2023_13_00
MOTORCYCLE,Huntington Beach,CA,92647,Oklahoma City,OK,73112,900,COD/COP,1338,1,2017 can am spyder,Runs,ENCLOSED,2023-02-02,364,Not specified,Mike's Discount Auto Transport,(715) 687-4600,discountat@gmail.com,99.7,Los Angeles - Long Beach - Anaheim,Oklahoma City,33.726824,-118.006881,35.518024,-97.574052,02_06_2023_12_49,02_06_2023_13_00
MOTORCYCLE,huntington beach,CA,92647,mahopac,NY,10541,1100,COD/COP,2837,1,2016 kalex moto gt,Runs,ENCLOSED,2023-02-09,248037-69494,Not specified,Nexus AT LLC,(224) 265-0677,dispatch@nexusautotransport.com,99.9,Los Angeles - Long Beach - Anaheim,New York - Northern New Jersey - Long Island,33.726824,-118.006881,41.374535,-73.752144,02_06_2023_12_49,02_06_2023_13_00
MOTORCYCLE,Huntingtn Bch,CA,92615,Greenwood,AR,72936,450,COD/COP,1541,1,1997 yamaha virago,Runs,OPEN,2023-02-06,1612- TEXT ONLY 7866238088,Not specified,Amethyst Auto Transport Inc.,(786) 623-8088,lilly@amethystautotransport.com,100.0,Los Angeles - Long Beach - Anaheim,Fort Smith,33.6606,-117.9983,35.198376,-94.194922,02_06_2023_12_49,02_06_2023_13_00
MOTORCYCLE,hollister,CA,95023,carson city,NV,89701,400,COD/COP,245,1,2016 can am trike spider 3 wheeler,Runs,OPEN,2023-02-05,748425,Not specified,United Car Transport Inc,305-491-7474,info@unitedcartransport.com,100.0,San Jose - Sunnyvale - Santa Clara,Carson City,36.89563,-121.183732,39.148441,-119.662901,02_06_2023_12_49,02_06_2023_13_00
MOTORCYCLE,hayward,CA,94541,dublin,CA,94568,100,COD/COP,13,1,2023 yamaha mt 07,Runs,OPEN,2023-02-02,16345,order link:requestload%2eonline?o=16345zw,ADL Logistics,(954) 488-2544,dispatch@adllogistics.net,98.4,San Francisco - Oakland - Fremont,San Francisco - Oakland - Fremont,37.674012,-122.082657,37.716294,-121.912438,02_06_2023_12_49,02_06_2023_13_00
MOTORCYCLE,Hawthorne,CA,90250,Stuart,FL,34994,550,COD/COP,2652,1,2021 harley-davidson fxlrs,Runs,OPEN,2023-02-12,BSHWM547,Not specified,Bah Logistics LLC,(818) 392-8978,dispatch@bahlogisticsusa.com,100.0,Los Angeles - Long Beach - Anaheim,Port St. Lucie,33.912776,-118.345632,27.201881,-80.258428,02_06_2023_12_49,02_06_2023_13_00
MOTORCYCLE,Half Moon Bay,CA,94019,Missouri City,TX,77459,580,FIVE_BUSINESS_DAYS,1923,1,2018 suzuki sv650 abs,Runs,ENCLOSED,2023-02-06,S2035,Not specified,Tempus Logix 2,(818) 942-7020,dispatchtempuslogix@gmail.com,100.0,San Francisco - Oakland - Fremont,Houston - Sugar Land - Baytown,37.47301,-122.411098,29.528726,-95.5292,02_06_2023_12_49,02_06_2023_13_00
MOTORCYCLE,Gardena,CA,90248,Hialeah,FL,33018,800,COD/COP,2741,1,2022 bmw motorcycle bmw gs 1000cc,Inop,OPEN,2023-02-06,29371970,http:iTruckify.com/lxxpn Cash on delivery ready to pick up,PS Transport And Logistics Inc,(786) 545-7018,pstransportandlogistics@gmail.com,100.0,Los Angeles - Long Beach - Anaheim,Miami - Fort Lauderdale - Pompano Beach,33.88136,-118.285595,25.917628,-80.396594,02_06_2023_12_49,02_06_2023_13_00
ATV,gardena,CA,90249,arlington heights,IL,60005,900,COD/COP,2028,1,2021 can am commander,Runs,OPEN,2023-02-05,Can Am/cash payment,Not specified,"Gmotorcars, Inc",(847) 228-1900,joe@gmotorcars.com,98.3,Los Angeles - Long Beach - Anaheim,Chicago - Naperville - Joliet,33.899712,-118.317669,42.058437,-87.983562,02_06_2023_12_49,02_06_2023_13_00
MOTORCYCLE,Galt,CA,95632,Waynesville,OH,45068,1000,COD/COP,2362,1,1987 harley low rider,Runs,OPEN,2023-02-07,11218159,Not specified,AmeriFreight,(770) 574-4436,dispatchfax@amerifreight.net,99.9,Sacramento - Arden-Arcade - Roseville,Cincinnati - Middletown,38.273407,-121.224374,39.532544,-84.067378,02_06_2023_12_49,02_06_2023_12_49
MOTORCYCLE,fresno,CA,93705,richmond,CA,94804,225,TEN_BUSINESS_DAYS,179,1,2007 yamaha xvz13 tf,Inop,OPEN,2023-02-06,0897br,Not specified,Moto-Leader,(909) 507-8199,dispatchmotoleader@gmail.com,99.7,Fresno,San Francisco - Oakland - Fremont,36.786462,-119.828222,37.924272,-122.344349,02_06_2023_12_49,02_06_2023_13_00
MOTORCYCLE,Costa Mesa,CA,92626,Folsom,CA,95630,200,COD/COP,446,1,2022 triumph trident trident,Runs,OPEN,2023-02-06,BSHW657,Not specified,Bah Logistics LLC,(818) 392-8978,dispatch@bahlogisticsusa.com,100.0,Los Angeles - Long Beach - Anaheim,Sacramento - Arden-Arcade - Roseville,33.679094,-117.90553,38.664532,-121.145,02_06_2023_12_49,02_06_2023_13_00
MOTORCYCLE,vernon rockville,CT,06066,arvada,CO,80003,750,COD/COP,1894,1,1973 honda cb500,Runs,ENCLOSED,2023-02-06,35164011,Not specified,Kaplan Cycles LLC,(860) 471-0192,kenny@kaplancycles.com,100.0,Hartford - West Hartford - East Hartford,Denver - Aurora,41.836454,-72.463295,39.828792,-105.058264,02_06_2023_12_49,02_06_2023_13_00
MOTORCYCLE,daytona beach,FL,32114,woodbridge,NJ,07095,500,COD/COP,1019,1,2018 yamaha mt07,Runs,ENCLOSED,2023-02-10,30465551-nt,9297778097 call or text,Neptune Auto Transport LLC,(929) 758-1002,neptuneautotransportllc@gmail.com,98.9,Deltona - Daytona Beach - Ormond Beach,New York - Northern New Jersey - Long Island,29.192952,-81.053292,40.554584,-74.29181,02_06_2023_12_49,02_06_2023_13_00
MOTORCYCLE,Fort Lauderdale,FL,33316,Dublin,OH,43016,600,COD/COP,1159,1,2014 can-am spyder,Runs,ENCLOSED,2023-02-09,11161141,Not specified,Shiplux LLC,(305) 517-3456,admin@shiplux.com,100.0,Miami - Fort Lauderdale - Pompano Beach,Columbus,26.10149,-80.122776,40.100256,-83.139142,02_06_2023_12_49,02_06_2023_13_00
MOTORCYCLE,Brockton,MA,02301,Hamilton,OH,45011,400,TEN_BUSINESS_DAYS,876,1,2021 aprilia rs660,Runs,ENCLOSED,2023-02-04,Ma to oh,"text only, 316-990-0052",Christopher S Korte,(000) 000-0000,chris@dvtrans.com,100.0,Boston - Cambridge - Quincy,Cincinnati - Middletown,42.07848,-71.038417,39.426896,-84.497486,02_06_2023_12_49,02_06_2023_13_00
MOTORCYCLE,shreveport,LA,71129,torrington,CT,06790,650,COD/COP,1553,1,1994 harley-davidson electra glide ultra classic,Inop,OPEN,2023-02-06,30412289-as,asap call text 865 328-7474 james,Albatross Auto Shipping LLC,(865) 381-8015,info@albatrossllc.net,100.0,Shreveport - Bossier City,Not specified,32.380201,-93.92564,41.839633,-73.12607,02_06_2023_12_49,02_06_2023_13_00
MOTORCYCLE,Lake Charles,LA,70601,Colorado Springs,CO,80910,350,COD/COP,1061,1,2020 kawasaki ninja zx6r,Runs,OPEN,2023-02-06,FEV1557,Not specified,Five Star Logix LLC,(979) 261-0112,dispatch@fivestarlogix.com,100.0,Lake Charles,Colorado Springs,30.24003,-93.226983,38.810192,-104.772795,02_06_2023_12_49,02_06_2023_13_00
ATV,Lafayette,LA,70507,Savannah,GA,31405,300,COD/COP,789,1,2022 artic ca tracker,Runs,OPEN,2023-02-06,200626,"ATV IS ON IAA, FORKLIFT ON FORKLIFT OFF",AA Auto Care,(201) 755-6380,123ship@gmail.com,97.0,Lafayette,Savannah,30.283358,-92.031265,32.036444,-81.168404,02_06_2023_12_49,02_06_2023_13_00
MOTORCYCLE,gonzales,LA,70737,new rochelle,NY,10801,500,COD/COP,1385,1,2007 big bear chopper,Inop,ENCLOSED,2023-01-25,2993529,Not specified,GetCarrier LLC 2,(203) 774-9777,dispatch@getcarrier.com,99.7,Baton Rouge,New York - Northern New Jersey - Long Island,30.225369,-90.925334,40.91574,-73.782885,02_06_2023_12_49,02_06_2023_13_00
MOTORCYCLE,Baton Rouge,LA,70802,Denver,CO,80204,350,COD/COP,1224,1,2010 kawasaki ninja zx6r,Runs,OPEN,2023-02-06,FEV1557-2,Original PU: LA - Lake Charles 70601 //DEL:CO - Colorado Spr,Five Star Logix LLC,(979) 261-0112,dispatch@fivestarlogix.com,100.0,Baton Rouge,Denver - Aurora,30.442477,-91.16944,39.737736,-105.020317,02_06_2023_12_49,02_06_2023_13_00
MOTORCYCLE,arabi,LA,70032,naperville,IL,60563,400,COD/COP,945,1,1980 cosmo 3 moped,Runs,OPEN,2023-02-06,30430890-st,asap 3152340511,SAFEEDS TRANSPORT INC,(315) 314-4337,info@safeeds.us,100.0,New Orleans - Metairie - Kenner,Chicago - Naperville - Joliet,29.965632,-89.989536,41.799902,-88.170949,02_06_2023_12_49,02_06_2023_13_00
MOTORCYCLE,Smiths Grove,KY,42171,Blue Springs,MO,64015,130,COD/COP,532,1,2012 suzuki hayabusa,Runs,OPEN,2023-02-06,SM-000386,Not specified,Loadmaster Group  Inc,(740) 400-0044,dispatch@loadmg.com,100.0,Bowling Green,Kansas City,37.037314,-86.168596,39.014966,-94.312062,02_06_2023_12_49,02_06_2023_13_00
MOTORCYCLE,Louisville,KY,40272,Edison,NJ,08837,450,COD/COP,752,1,1998 harley flstf,Runs,OPEN,2023-02-06,98 HD 028988,Please call dj at 516 320 6925 Cell 516 902 5950 -COPART-,DJ Auto LLC,516-320-6925,djauto11554@wp.pl,99.7,Louisville/Jefferson County,New York - Northern New Jersey - Long Island,38.067964,-85.865368,40.518491,-74.349682,02_06_2023_12_49,02_06_2023_13_00
MOTORCYCLE,Louisville,KY,40272,Bensenville,IL,60106,225,COD/COP,340,1,2005 yamaha xvs1100,Runs,OPEN,2023-02-06,COPART-Louisville-KY,Not specified,Bros Auto,(773) 983-1126,brosauto@yahoo.com,100.0,Louisville/Jefferson County,Chicago - Naperville - Joliet,38.067964,-85.865368,41.961771,-87.944858,02_06_2023_12_49,02_06_2023_13_00
MOTORCYCLE,fisherville,KY,40023,dayt bch sh,FL,32118,400,COD/COP,865,1,2012 harley-davidson road glide,Runs,OPEN,2023-02-02,30530752-sf,no comment,SAFE AUTO TRUCKING LLC,(610) 871-7777,safeautotruckingcd@gmail.com,100.0,Louisville/Jefferson County,Deltona - Daytona Beach - Ormond Beach,38.164708,-85.412386,29.202099,-80.99842,02_06_2023_12_49,02_06_2023_13_00
MOTORCYCLE,elizabethtown,KY,42701,cincinnati,OH,45240,1,COD/COP,168,1,2022 harley-davidson fxlrs,Runs,OPEN,2023-02-06,035874-oh,bid your price via super dispatch or text 312-286-4164,Motorsports Of Chicago,(312) 286-4164,charlie@motorsportsofchicago.com,100.0,Elizabethtown,Cincinnati - Middletown,37.69027,-85.865194,39.283052,-84.516793,02_06_2023_12_49,02_06_2023_13_00
ATV,Earlington,KY,42410,Linden,NJ,07036,550,COD/COP,890,1,1994 komatsu forklift,Inop,OPEN,2023-02-06,la-263488,CALL DISPATCHER AT (251) 274-1030,Best Logistic Trans Inc 1,(201) 790-0284,vano.inga@mail.ru,93.9,Not specified,New York - Northern New Jersey - Long Island,37.263854,-87.514704,40.624754,-74.249144,02_06_2023_12_49,02_06_2023_13_00
MOTORCYCLE,wichita,KS,67219,houston,TX,77075,425,FIVE_BUSINESS_DAYS,620,1,2020 indian challenger 386578,Runs,OPEN,2023-02-03,09067,Not specified,V&S Brothers Inc,(848) 468-4454,vsg999@yahoo.com,97.8,Wichita,Houston - Sugar Land - Baytown,37.773821,-97.318661,29.623422,-95.263631,02_06_2023_12_49,02_06_2023_13_00
MOTORCYCLE,Wichita,KS,67216,Krum,TX,76249,200,COD/COP,318,1,2007 suzuki sportsbike,Runs,OPEN,2023-02-02,0274,CALL JOSE  214-435-3099,Diamond Autocycle LLC,(214) 435-3099,joseglass@gmail.com,100.0,Wichita,Dallas - Fort Worth - Arlington,37.600568,-97.311118,33.283588,-97.293261,02_06_2023_12_49,02_06_2023_13_00
MOTORCYCLE,Wichita,KS,67276,Bartlett,IL,60103,351,COD/COP,698,1,2022 triumph street,Inop,OPEN,2023-02-06,Not specified,@copart,Mr. Flatbed Auto Logistics Inc. / Mr. Flatbed Inc.,(847) 756-7926 x1,mrflatbedinc@gmail.com,100.0,Wichita,Chicago - Naperville - Joliet,37.691,-97.3412,41.976392,-88.20809,02_06_2023_12_49,02_06_2023_12_57
MOTORCYCLE,Hutchinson,KS,67501,miami,FL,33167,550,COD/COP,1655,1,2007 motorcycle bosshoss,Runs,OPEN,2023-02-08,PVL-11723,Not specified,Global Ocean Line Inc,(786) 356-4119,j.curbelo@shipgol.com,100.0,Not specified,Miami - Fort Lauderdale - Pompano Beach,37.959306,-97.904047,25.892642,-80.239518,02_06_2023_12_49,02_06_2023_13_00
MOTORCYCLE,Fort Scott,KS,66701,Mankato,KS,66956,200,COD/COP,310,1,2009 ktm 270lbs,Runs,OPEN,2023-02-06,10975660,Calls only 2394226473 Contract on file,V LIONS LOGISTICS,(000) 000-0000,info@v-lionslogisticsllc.com,100.0,Not specified,Not specified,37.855054,-94.760242,39.784836,-98.217679,02_06_2023_12_49,02_06_2023_13_00
MOTORCYCLE,Fort Wayne,IN,46806,secaucus,NJ,07094,350,IMMEDIATELY,643,1,2020 honda 500,Runs,OPEN,2023-02-06,Not specified,Not specified,Z Motorz Inc,(267) 231-6505,mike@zmotorz.com,95.2,Fort Wayne,New York - Northern New Jersey - Long Island,41.046602,-85.0815,40.778264,-74.064532,02_06_2023_12_49,02_06_2023_13_00
MOTORCYCLE,Crothersville,IN,47229,Matawan,NJ,07747,375,COD/COP,742,1,2002 harley xl1200,Runs,OPEN,2023-02-06,NY TR1049,IAAI TO WAREHOUSE,Segal Automotive,(626) 689-6707,shipping@armada-avs.com,98.9,Not specified,New York - Northern New Jersey - Long Island,38.805169,-85.8614,40.414684,-74.255162,02_06_2023_12_49,02_06_2023_13_00
MOTORCYCLE,Villa Park,IL,60181,Dothan,AL,36303,400,COD/COP,897,1,2021 harley sportster,Runs,ENCLOSED,2023-02-06,HRSP-181,Call or Text at 929-512-9757,Elite Auto Shipping,(516) 559-5542 x5,serge@eliteautoshipping.com,99.6,Chicago - Naperville - Joliet,Dothan,41.87868,-87.973514,31.266985,-85.418302,02_06_2023_12_49,02_06_2023_13_00
MOTORCYCLE,Duxbury,MA,02332,Fort Lauderdale,FL,33312,500,COD/COP,1486,1,1949 harley davidson el49,Runs,OPEN,2023-02-03,GREASER,PLEASE *CALL CONTACT ON LOCATION* GIVE NOTICE PRIOR PICKUP,Qbic Freight Solutions LLC,(305) 570-3636,shipping@easyimportauto.com,97.0,Boston - Cambridge - Quincy,Miami - Fort Lauderdale - Pompano Beach,42.045707,-70.690549,26.084586,-80.177016,02_06_2023_12_49,02_06_2023_13_00
MOTORCYCLE,Pinckneyville,IL,62274,Greenville,SC,29601,340,COD/COP,585,1,1997 moto guzzi g5,Runs,OPEN,2023-02-06,SM-000365,Not specified,Loadmaster Group  Inc,(740) 400-0044,dispatch@loadmg.com,100.0,Not specified,Greenville - Mauldin - Easley,38.083018,-89.39959,34.847964,-82.401036,02_06_2023_12_49,02_06_2023_13_00
MOTORCYCLE,Gloucester,MA,01930,Boynton Beach,FL,33435,500,COD/COP,1490,1,2003 harley-davidson road king classic,Runs,ENCLOSED,2023-02-06,HBT-8682,Call or text (919) 439-9005,HBTransit,(919) 439-9005,dispatch@hbtransit.com,100.0,Boston - Cambridge - Quincy,Miami - Fort Lauderdale - Pompano Beach,42.630956,-70.683382,26.524058,-80.064158,02_06_2023_12_49,02_06_2023_13_00
MOTORCYCLE,lawrence,MA,01843,rimrock,AZ,86335,900,COD/COP,2609,1,2020 yamaha grizzly 700,Runs,OPEN,2023-01-28,30491795-sf,929 566-5024 asap,SAFE AUTO TRUCKING LLC,(610) 871-7777,safeautotruckingcd@gmail.com,100.0,Boston - Cambridge - Quincy,Prescott Valley - Prescott,42.691573,-71.161102,34.641092,-111.772054,02_06_2023_12_49,02_06_2023_13_00
MOTORCYCLE,sandusky,MI,48471,dallas,TX,75203,700,COD/COP,1280,1,2018 harley-davidson 115th anniversary forty-eight,Runs,OPEN,2023-02-06,31539333-je,asap call or text 4159174490,Elite Auto Shipping,(516) 559-5542 x5,serge@eliteautoshipping.com,99.6,Not specified,Dallas - Fort Worth - Arlington,43.430359,-82.868868,32.744837,-96.795597,02_06_2023_12_49,02_06_2023_13_00
MOTORCYCLE,Roseville,MI,48066,Lecanto,FL,34461,330,COD/COP,1135,1,2019 harley-davidson tri glide,Runs,ENCLOSED,2023-02-13,SM-000282,Not specified,Loadmaster Group  Inc,(740) 400-0044,dispatch@loadmg.com,100.0,Detroit - Warren - Livonia,Not specified,42.509668,-82.935955,28.810046,-82.47891,02_06_2023_12_49,02_06_2023_13_00
MOTORCYCLE,rochester,MI,48307,lynnwood,WA,98037,800,TWO_BUSINESS_DAYS,2378,1,2018 bmw r1200,Runs,ENCLOSED,2023-01-31,0120234,Not specified,V-Twin Express LLC 2,602-791-9297,vtwinx@q.com,100.0,Detroit - Warren - Livonia,Seattle - Tacoma - Bellevue,42.659892,-83.122741,47.838804,-122.288414,02_06_2023_12_49,02_06_2023_13_00
MOTORCYCLE,Portland,MI,48875,Chesterfield,MO,63005,450,COD/COP,511,1,2022 bmw k1600gtl,Inop,OPEN,2023-02-06,22GTL,Not specified,LA Tech Inc.,(314) 288-6370,usapilot29@yahoo.com,97.9,Grand Rapids - Wyoming,St. Louis,42.854636,-84.926898,38.634836,-90.668873,02_06_2023_12_49,02_06_2023_13_00
MOTORCYCLE,plymouth,MI,48170,southampton,NY,11968,400,COD/COP,709,1,2021 vespa primavera,Runs,OPEN,2023-01-27,982069,contract call/text 24/7 at 754-529-4393,Car Delivery USA Inc,(305) 501-2688,daniel@alldayautotransport.com,99.3,Detroit - Warren - Livonia,New York - Northern New Jersey - Long Island,42.363519,-83.536643,40.907731,-72.41412,02_06_2023_12_49,02_06_2023_13_00
MOTORCYCLE,LANSING,MI,48917,Elizabeth,NJ,07201,350,COD/COP,687,1,2004 kawasaki vn1500-l,Runs,OPEN,2023-02-06,NJ-020623-160106,Not specified,CargoLoop LLC,(317) 900-4074,tania@cargoloop.com,100.0,Lansing - East Lansing,New York - Northern New Jersey - Long Island,42.718871,-84.632335,40.67229,-74.177876,02_06_2023_12_49,02_06_2023_13_00
MOTORCYCLE,howell,MI,48843,maple rapids,MI,48853,150,COD/COP,72,1,2021 moto guzzi v7,Runs,ENCLOSED,2023-01-27,jt29301508,Not specified,Movevocity LLC,(305) 907-7152,info@movevocity.com,99.2,Detroit - Warren - Livonia,Lansing - East Lansing,42.572706,-83.910154,43.10272,-84.692751,02_06_2023_12_49,02_06_2023_13_00
ATV,Dewitt,MI,48820,Campbellsville,KY,42718,250,COD/COP,453,1,2019 polaris ranger,Runs,OPEN,2023-02-03,TA05,Call/Text 626-400-0119,Advanced Transporters Inc,(323) 761-2738,admin@advtransports.com,95.0,Lansing - East Lansing,Not specified,42.85674,-84.591418,37.37764,-85.382518,02_06_2023_12_49,02_06_2023_13_00
ATV,Dewitt,MI,48820,Virginia Beach,VA,23456,750,COD/COP,807,1,2018 polaris ranger,Inop,OPEN,2023-02-04,29219744,http:iTruckify.com/m8j70 (469) 351-2004 Michael,Iship Auto Transport LLC,(862) 298-5469,info@ishiptransport.com,100.0,Lansing - East Lansing,Virginia Beach - Norfolk - Newport News,42.85674,-84.591418,36.67483,-76.011469,02_06_2023_12_49,02_06_2023_13_00
MOTORCYCLE,Byron Center,MI,49315,Riverdale,IL,60827,180,IMMEDIATELY,158,1,2008 victory motorcycle vision,Runs,OPEN,2023-02-06,Not specified,Not specified,Expo Company,(949) 441-1421,alrabyfactory@gmail.com,93.3,Grand Rapids - Wyoming,Chicago - Naperville - Joliet,42.797612,-85.728143,41.653651,-87.625238,02_06_2023_12_49,02_06_2023_13_00
MOTORCYCLE,birmingham,MI,48009,sisterdale,TX,78006,700,COD/COP,1481,1,2020 harley davidson road glide special,Runs,OPEN,2023-02-02,3455952,Not specified,Galaxy Auto Shipping LLC,(754) 201-2356,jason@galaxyautoshipping.com,99.3,Detroit - Warren - Livonia,San Antonio - New Braunfels,42.545787,-83.215454,29.897861,-98.719025,02_06_2023_12_49,02_06_2023_13_00
ATV,Alpena,MI,49707,Nashua,NH,03060,750,COD/COP,1057,1,1970 skidoo olympic,Runs,ENCLOSED,2023-02-06,29383938,http:iTruckify.com/mk9u5 929-466-4098|| Scott || ASAP,G&L Auto Transport Services Inc,(800) 488-5904,autotransportservicesusa@gmail.com,96.0,Not specified,Manchester - Nashua,45.073318,-83.47292,42.734521,-71.462396,02_06_2023_12_49,02_06_2023_13_00
MOTORCYCLE,dover foxcroft,ME,04426,bristol,PA,19007,400,COD/COP,522,1,2015 harley-davidson flhxse,Runs,OPEN,2023-02-06,956255-pa,bid your price via super dispatch or text 312-286-4164,Motorsports Of Chicago,(312) 286-4164,charlie@motorsportsofchicago.com,100.0,Not specified,Philadelphia - Camden - Wilmington,45.238598,-69.204766,40.116456,-74.843662,02_06_2023_12_49,02_06_2023_13_00
ATV,Augusta,ME,04330,Naperville,IL,60563,700,COD/COP,1184,1,2020 polaris sprotsman,Runs,OPEN,2023-02-06,11472,Call or text 305-224-1493,Freight Connect Logistics LLC,(719) 426-3244,info@freightconnectlogistics.com,93.3,Not specified,Chicago - Naperville - Joliet,44.378827,-69.730954,41.799902,-88.170949,02_06_2023_12_49,02_06_2023_13_00
MOTORCYCLE,Odenton,MD,21113,Tabiona,UT,84072,1350,COD/COP,2057,1,2022 indian cheiftain,Runs,OPEN,2023-02-06,SM-000397,Not specified,Loadmaster Group  Inc,(740) 400-0044,dispatch@loadmg.com,100.0,Baltimore - Towson,Not specified,39.051135,-76.714561,40.395846,-110.693771,02_06_2023_12_49,02_06_2023_13_00
MOTORCYCLE,Odenton,MD,21113,Salt Lake City,UT,84107,1350,COD/COP,2097,1,2022 indian cheifstain,Runs,OPEN,2023-02-06,SM-000397-B,Not specified,Loadmaster Group  Inc,(740) 400-0044,dispatch@loadmg.com,100.0,Baltimore - Towson,Salt Lake City,39.051135,-76.714561,40.656624,-111.884704,02_06_2023_12_49,02_06_2023_13_00
MOTORCYCLE,Odenton,MD,21113,The Lakes,NV,88901,1350,COD/COP,2451,1,2022 indian cheifstain,Runs,OPEN,2023-02-06,SM-000397-A,Not specified,Loadmaster Group  Inc,(740) 400-0044,dispatch@loadmg.com,100.0,Baltimore - Towson,Las Vegas - Paradise,39.051135,-76.714561,36.04,-114.9835,02_06_2023_12_49,02_06_2023_13_00
